customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.Calculated,DailyExpense
0723-FDLAY,True,Male,False,False,False,44,True,True,DSL,False,True,True,True,True,True,One year,True,Bank transfer (automatic),85.25,3704.15,3751.0,2.841666666666667
0723-VSOBE,True,Female,True,False,False,45,False,False,DSL,False,False,False,False,False,True,One year,False,Electronic check,34.2,1596.6,1539.0000000000002,1.1400000000000001
0725-CXOTM,True,Female,False,False,False,36,True,True,DSL,True,False,True,True,True,True,One year,True,Credit card (automatic),89.65,3348.1,3227.4,2.9883333333333333
0727-BMPLR,True,Female,True,False,False,55,True,True,Fiber optic,False,False,True,False,True,True,One year,True,Electronic check,100.0,5509.3,5500.0,3.3333333333333335
0727-BNRLG,True,Male,False,False,False,69,True,True,Fiber optic,False,True,True,True,True,False,Two year,True,Credit card (automatic),97.65,6743.55,6737.85,3.2550000000000003
0727-IWKVK,True,Male,False,True,False,9,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,79.9,741.7,719.1,2.6633333333333336
0730-BGQGF,True,Male,False,True,True,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),90.3,6287.3,6411.3,3.0100000000000002
0730-KOAVE,True,Male,False,False,False,30,True,True,Fiber optic,True,True,False,False,False,True,Month-to-month,True,Credit card (automatic),94.3,2679.7,2829.0,3.1433333333333335
0731-EBJQB,True,Female,False,True,True,52,True,False,No,False,False,False,False,False,False,One year,True,Electronic check,20.4,1090.65,1060.8,0.6799999999999999
0732-OCQOC,True,Female,False,True,True,52,True,True,No,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),25.05,1270.25,1302.6000000000001,0.8350000000000001
0733-VUNUW,True,Male,False,False,False,24,True,True,DSL,True,False,False,False,False,False,Month-to-month,True,Bank transfer (automatic),55.65,1400.55,1335.6,1.855
0734-OXWBT,True,Male,False,False,True,3,True,False,DSL,False,False,False,True,True,True,Month-to-month,False,Mailed check,70.7,225.65,212.10000000000002,2.356666666666667
0739-UUAJR,True,Female,False,True,True,72,False,False,DSL,True,False,True,False,True,True,Two year,True,Credit card (automatic),53.8,3952.45,3873.6,1.7933333333333332
0742-LAFQK,True,Male,False,True,False,72,True,True,Fiber optic,True,True,True,False,False,True,Two year,True,Electronic check,99.15,7422.1,7138.8,3.305
0742-MOABM,True,Male,False,True,False,4,True,False,DSL,False,False,False,True,False,False,Month-to-month,False,Mailed check,50.05,179.35,200.2,1.6683333333333332
0742-NXBGR,True,Female,False,False,False,1,True,False,Fiber optic,False,True,True,False,False,False,Month-to-month,True,Electronic check,82.3,82.3,82.3,2.743333333333333
0743-HNPFG,True,Female,False,True,True,51,True,False,DSL,True,True,False,True,False,True,One year,True,Credit card (automatic),69.75,3562.5,3557.25,2.325
0743-HRVFF,True,Female,False,True,True,51,False,False,DSL,False,False,True,True,True,True,One year,True,Electronic check,56.15,2898.95,2863.65,1.8716666666666668
0744-BIKKF,True,Male,False,False,False,72,True,True,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),86.65,6224.8,6238.8,2.888333333333333
0744-GKNGE,True,Female,False,True,True,64,True,True,Fiber optic,True,False,False,True,False,False,Month-to-month,True,Bank transfer (automatic),86.8,5327.25,5555.2,2.893333333333333
0746-JTRFU,True,Male,False,False,False,2,False,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,25.05,56.35,50.1,0.8350000000000001
0748-RDGGM,True,Male,False,True,False,70,True,False,Fiber optic,True,True,True,True,True,True,One year,True,Bank transfer (automatic),109.5,7534.65,7665.0,3.65
0749-IRGQE,True,Female,True,True,False,13,False,False,DSL,False,False,False,False,True,True,Month-to-month,False,Electronic check,45.3,528.45,588.9,1.51
0750-EBAIU,True,Male,False,False,False,52,True,False,Fiber optic,True,False,True,False,True,False,One year,False,Electronic check,91.25,4738.3,4745.0,3.0416666666666665
0750-EKNGL,True,Male,False,False,False,7,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.75,141.1,145.25,0.6916666666666667
0754-EEBDC,True,Male,False,True,True,4,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.9,76.65,79.6,0.6633333333333333
0754-UKWQP,True,Male,False,False,False,2,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,95.85,197.7,191.7,3.195
0756-MPZRL,True,Male,False,False,False,46,False,False,DSL,False,False,True,True,False,False,One year,False,Credit card (automatic),33.7,1537.85,1550.2,1.1233333333333333
0757-WCUUZ,True,Male,False,True,True,54,True,True,DSL,False,False,True,False,False,True,Two year,False,Credit card (automatic),63.35,3409.1,3420.9,2.111666666666667
0761-AETCS,True,Female,False,False,False,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Electronic check,19.3,19.3,19.3,0.6433333333333333
0769-MURVM,True,Female,False,True,True,72,False,False,DSL,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),65.7,4575.35,4730.400000000001,2.1900000000000004
0769-WXZYU,False,Male,False,False,False,34,True,True,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),26.1,980.35,887.4000000000001,0.8700000000000001
0771-CHWSK,True,Male,False,False,False,66,True,True,DSL,True,True,True,False,False,True,Two year,True,Credit card (automatic),74.6,4798.4,4923.599999999999,2.4866666666666664
0771-WLCLA,True,Female,False,True,True,16,True,True,Fiber optic,True,False,True,True,True,True,Month-to-month,True,Electronic check,112.95,1882.55,1807.2,3.765
0772-GYEQQ,True,Male,False,False,False,3,True,False,Fiber optic,False,False,True,True,True,False,Month-to-month,True,Mailed check,88.35,262.05,265.04999999999995,2.9449999999999994
0774-IFUVM,True,Male,False,True,True,11,True,True,DSL,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),65.15,723.35,716.6500000000001,2.171666666666667
0774-RMNUW,True,Female,False,True,True,71,False,False,DSL,True,True,False,True,True,True,Two year,False,Bank transfer (automatic),59.7,4122.65,4238.7,1.99
0778-NELLA,True,Male,False,False,False,9,False,False,DSL,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),34.7,296.1,312.3,1.1566666666666667
0780-XNZFN,True,Male,False,False,False,57,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.65,1125.6,1177.05,0.6883333333333334
0781-LKXBR,True,Male,True,False,False,9,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.5,918.6,904.5,3.35
0784-GTUUK,True,Male,False,True,False,62,True,True,No,False,False,False,False,False,False,One year,True,Credit card (automatic),23.75,1446.8,1472.5,0.7916666666666666
0784-ZQJZX,True,Male,False,False,True,72,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.9,1529.65,1432.8,0.6633333333333333
0786-IVLAW,True,Female,True,False,False,66,True,True,Fiber optic,False,True,True,False,True,True,One year,False,Bank transfer (automatic),108.1,7238.6,7134.599999999999,3.603333333333333
0786-VSSUD,True,Male,True,False,False,16,False,False,DSL,False,True,False,False,True,False,Month-to-month,True,Mailed check,39.0,679.85,624.0,1.3
0787-LHDYT,True,Male,False,False,False,16,True,False,No,False,False,False,False,False,False,Month-to-month,True,Credit card (automatic),20.6,330.25,329.6,0.6866666666666668
0788-DXBFY,True,Male,False,True,True,58,True,False,No,False,False,False,False,False,False,One year,True,Electronic check,19.55,1108.8,1133.9,0.6516666666666667
0793-TWELN,True,Female,False,False,False,4,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,80.15,319.85,320.6,2.671666666666667
0794-YVSGE,True,Male,False,True,True,72,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.3,1401.15,1461.6000000000001,0.6766666666666667
0795-GMVQO,True,Male,False,True,False,67,True,True,Fiber optic,True,True,True,False,True,True,One year,False,Credit card (automatic),109.9,7332.4,7363.3,3.6633333333333336
0795-LAFGP,True,Male,False,True,True,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Electronic check,90.4,6668.05,6418.400000000001,3.0133333333333336
0795-XCCTE,True,Male,True,False,False,72,True,True,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),25.4,1809.35,1828.8,0.8466666666666667
0799-DDIHE,True,Female,False,True,True,15,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,46.3,639.45,694.5,1.5433333333333332
0804-XBFBV,True,Female,False,False,True,11,False,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,25.2,321.05,277.2,0.84
0804-YGEQV,True,Female,False,True,True,43,True,True,No,False,False,False,False,False,False,One year,True,Bank transfer (automatic),24.45,993.15,1051.35,0.815
0807-ZABDG,True,Female,False,False,True,3,True,False,DSL,True,False,False,True,False,False,Month-to-month,True,Mailed check,55.1,154.65,165.3,1.836666666666667
0810-BDHAW,True,Female,False,True,True,24,True,True,DSL,True,True,False,False,True,True,One year,False,Electronic check,78.4,1832.4,1881.6000000000001,2.6133333333333337
0810-DHDBD,True,Female,False,False,False,52,True,True,DSL,True,False,True,True,True,False,One year,False,Credit card (automatic),74.0,3877.65,3848.0,2.466666666666667
0811-GSDTP,True,Female,False,False,True,13,False,False,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,30.15,382.2,391.95,1.005
0812-WUPTB,True,Male,True,True,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,70.85,70.85,70.85,2.3616666666666664
0813-TAXXS,True,Male,False,False,False,55,True,True,DSL,False,False,True,False,True,True,Two year,True,Bank transfer (automatic),77.8,4323.35,4279.0,2.5933333333333333
0815-MFZGM,True,Female,False,True,False,42,True,False,Fiber optic,False,False,True,True,True,True,Two year,True,Credit card (automatic),99.0,4135.0,4158.0,3.3
0816-TSPHQ,True,Male,False,False,False,2,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,20.75,44.2,41.5,0.6916666666666667
0817-HSUSE,True,Male,False,False,False,1,True,False,DSL,False,False,True,True,True,True,Month-to-month,True,Electronic check,75.5,75.5,75.5,2.5166666666666666
0818-OCPZO,True,Male,True,False,False,27,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,81.45,2122.05,2199.15,2.7150000000000003
0820-FNRNX,True,Male,False,True,True,17,True,True,DSL,False,True,True,True,False,False,Month-to-month,True,Mailed check,66.7,1077.05,1133.9,2.2233333333333336
0822-GAVAP,True,Female,False,False,False,2,False,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,34.7,62.25,69.4,1.1566666666666667
0822-QGCXA,True,Female,True,True,False,27,True,True,DSL,False,True,True,True,True,True,Month-to-month,False,Electronic check,83.85,2310.2,2263.95,2.795
0823-HSCDJ,True,Male,True,False,False,52,False,False,DSL,False,True,False,False,True,True,Month-to-month,True,Electronic check,49.15,2550.9,2555.7999999999997,1.6383333333333332
0824-VWDPO,True,Female,False,False,False,45,True,True,Fiber optic,True,True,False,False,False,True,One year,False,Bank transfer (automatic),96.75,4442.75,4353.75,3.225
0825-CPPQH,True,Female,False,True,False,71,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.1,1372.45,1356.1000000000001,0.6366666666666667
0827-ITJPH,True,Male,False,False,False,36,True,False,No,False,False,False,False,False,False,Two year,True,Credit card (automatic),18.55,689.0,667.8000000000001,0.6183333333333334
0829-DDVLK,True,Female,False,False,False,15,True,False,No,False,False,False,False,False,False,One year,False,Credit card (automatic),20.1,302.45,301.5,0.67
0829-XXPLX,True,Female,False,False,False,20,True,False,Fiber optic,True,False,True,False,True,False,Month-to-month,True,Bank transfer (automatic),89.4,1871.15,1788.0,2.98
0831-JNISG,True,Male,False,True,True,71,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.8,1396.25,1405.8,0.66
0835-DUUIQ,True,Female,False,False,True,24,True,False,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),21.05,531.55,505.20000000000005,0.7016666666666668
0835-JKADZ,True,Female,False,False,False,71,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Electronic check,111.25,7984.15,7898.75,3.7083333333333335
0836-SEYLU,True,Male,False,True,False,9,False,False,DSL,False,False,False,True,True,False,Month-to-month,False,Mailed check,40.65,328.95,365.84999999999997,1.355
0839-JTCUD,True,Female,False,True,True,66,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),89.9,5958.85,5933.400000000001,2.996666666666667
0839-QNXME,True,Female,False,False,False,30,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),19.4,578.5,582.0,0.6466666666666666
0840-DCNZE,True,Male,False,False,False,47,True,False,DSL,True,True,True,True,True,True,One year,True,Bank transfer (automatic),86.95,4138.9,4086.65,2.8983333333333334
0840-DFEZH,True,Female,False,False,False,7,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.35,564.65,527.4499999999999,2.5116666666666663
0840-JCCUW,False,Female,False,True,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.0,89.75,90.0,1.5
0841-NULXI,True,Male,False,False,False,1,False,False,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.55,35.55,35.55,1.1849999999999998
0842-IWYCP,True,Female,False,False,False,46,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),44.95,2168.9,2067.7000000000003,1.4983333333333335
0843-WTBXE,True,Male,False,False,False,53,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Bank transfer (automatic),85.45,4517.25,4528.85,2.8483333333333336
0847-HGRML,True,Male,False,False,True,62,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.0,1250.1,1240.0,0.6666666666666666
0848-SOMKO,True,Male,False,False,False,70,False,False,DSL,True,False,True,True,False,True,Two year,False,Bank transfer (automatic),48.4,3442.8,3388.0,1.6133333333333333
0848-ZGQIJ,True,Female,False,True,False,16,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),94.65,1461.15,1514.4,3.1550000000000002
0851-DFJKB,True,Female,False,False,False,15,True,False,DSL,True,False,True,True,False,False,Month-to-month,False,Electronic check,58.95,955.15,884.25,1.965
0853-NWIFK,True,Female,False,False,False,45,True,False,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,100.3,4483.95,4513.5,3.3433333333333333
0853-TWRVK,True,Male,False,True,False,72,True,True,Fiber optic,True,True,True,True,False,True,Two year,False,Bank transfer (automatic),105.6,7581.5,7603.2,3.52
0854-UYHZD,True,Female,False,True,True,13,True,False,No,False,False,False,False,False,False,Two year,False,Mailed check,19.55,265.3,254.15,0.6516666666666667
0856-NAOES,True,Male,False,False,False,6,True,False,DSL,False,False,True,False,True,False,Month-to-month,False,Mailed check,60.9,414.1,365.4,2.03
0859-YGKFW,True,Male,False,True,True,18,True,False,No,False,False,False,False,False,False,One year,False,Bank transfer (automatic),20.05,345.9,360.90000000000003,0.6683333333333334
0862-PRCBS,True,Female,False,True,True,68,True,True,Fiber optic,False,True,False,True,True,True,Two year,True,Credit card (automatic),103.75,7039.45,7055.0,3.4583333333333335
0864-FVJNJ,True,Female,False,True,True,64,True,True,Fiber optic,True,True,True,True,True,True,One year,False,Electronic check,113.35,7222.75,7254.4,3.7783333333333333
0866-QLSIR,True,Female,False,False,False,34,True,True,DSL,True,True,False,True,False,False,One year,True,Mailed check,64.4,2088.75,2189.6000000000004,2.146666666666667
0867-LDTTC,True,Male,False,False,False,5,True,False,DSL,False,False,True,True,True,True,Month-to-month,False,Bank transfer (automatic),75.15,392.65,375.75,2.505
0867-MKZVY,True,Female,False,True,False,20,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,82.4,1592.35,1648.0,2.7466666666666666
0868-VJRDR,True,Male,False,True,False,64,True,False,Fiber optic,True,True,False,True,True,True,Two year,True,Credit card (automatic),104.05,6605.55,6659.2,3.4683333333333333
0869-PAPRP,True,Female,True,True,False,26,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Credit card (automatic),85.7,2067.0,2228.2000000000003,2.856666666666667
0870-VEMYL,True,Female,False,False,False,5,True,False,DSL,True,False,False,True,False,False,Month-to-month,False,Credit card (automatic),53.85,259.8,269.25,1.795
0871-OPBXW,True,Female,False,False,False,2,True,False,No,False,False,False,False,False,False,Month-to-month,True,Mailed check,20.05,39.25,40.1,0.6683333333333333
0871-URUWO,True,Male,False,True,False,13,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),102.25,1359.0,1329.25,3.408333333333333
0872-CASZJ,True,Male,False,True,False,59,True,True,DSL,True,False,False,True,False,True,One year,True,Mailed check,69.1,4096.9,4076.8999999999996,2.3033333333333332
0872-JCPIB,True,Male,False,False,False,17,True,True,DSL,True,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),65.75,1111.2,1117.75,2.191666666666667
0872-NXJYS,True,Female,False,False,False,9,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.55,723.4,715.9499999999999,2.6516666666666664
0875-CABNR,True,Female,True,False,False,10,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),84.6,865.55,846.0,2.82
0876-WDUUZ,True,Female,False,False,False,5,True,False,Fiber optic,False,False,False,True,False,True,Month-to-month,True,Credit card (automatic),85.4,425.9,427.0,2.8466666666666667
0877-SDMBN,True,Female,False,False,False,54,True,True,Fiber optic,True,False,True,False,True,True,One year,True,Bank transfer (automatic),103.95,5639.05,5613.3,3.4650000000000003
0880-FVFWF,True,Male,False,False,False,56,True,True,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Electronic check,86.4,4922.4,4838.400000000001,2.8800000000000003
0880-TKATG,True,Male,False,True,True,4,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,False,Electronic check,101.15,385.9,404.6,3.371666666666667
0883-EIBTI,True,Female,False,False,False,2,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.5,31.55,39.0,0.65
0885-HMGPY,True,Male,False,False,False,62,True,True,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),69.4,4237.5,4302.8,2.3133333333333335
0886-QGENL,True,Female,True,True,False,27,True,False,Fiber optic,True,False,True,False,True,True,Month-to-month,True,Electronic check,101.25,2754.45,2733.75,3.375
0887-HJGAR,True,Male,False,False,False,1,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Mailed check,45.7,45.7,45.7,1.5233333333333334
0887-WBJVH,True,Female,False,True,False,53,True,False,Fiber optic,False,False,False,True,True,True,One year,True,Electronic check,93.45,4872.2,4952.85,3.115
0895-DQHEW,True,Male,False,True,False,54,True,True,Fiber optic,False,True,True,False,True,True,Month-to-month,True,Electronic check,104.3,5278.15,5632.2,3.4766666666666666
0895-LMRSF,True,Male,False,False,False,23,True,False,DSL,False,False,False,False,True,True,One year,True,Bank transfer (automatic),64.9,1509.8,1492.7,2.1633333333333336
0895-LNKRC,True,Male,False,True,True,6,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,19.45,113.5,116.69999999999999,0.6483333333333333
0895-UADGO,True,Male,False,False,True,8,False,False,DSL,True,False,False,True,False,True,Two year,True,Mailed check,44.55,343.45,356.4,1.4849999999999999
0897-FEGMU,True,Female,False,True,False,11,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,99.5,1056.95,1094.5,3.316666666666667
0898-XCGTF,True,Male,False,True,False,61,True,True,Fiber optic,False,False,False,False,True,True,One year,True,Bank transfer (automatic),96.5,5673.7,5886.5,3.216666666666667
0899-LIIBW,True,Male,False,True,False,34,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,False,Electronic check,100.85,3527.3,3428.8999999999996,3.3616666666666664
0899-WZRSD,True,Male,False,False,False,56,True,True,Fiber optic,True,False,False,True,True,True,Month-to-month,True,Mailed check,105.35,5794.45,5899.599999999999,3.5116666666666663
0902-RFHOF,True,Male,False,False,False,38,True,False,No,False,False,False,False,False,False,One year,False,Mailed check,20.1,730.1,763.8000000000001,0.67
0902-XKXPN,True,Male,False,True,True,69,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.2,1376.5,1393.8,0.6733333333333333
0906-QVPMS,True,Male,False,True,False,72,True,True,Fiber optic,True,True,True,True,True,True,Two year,False,Bank transfer (automatic),115.15,8349.45,8290.800000000001,3.838333333333334
0907-HQNTS,True,Female,True,True,False,70,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Credit card (automatic),113.0,7987.6,7910.0,3.7666666666666666
0909-SDHNU,True,Female,False,False,True,7,False,False,DSL,True,False,False,False,False,False,Month-to-month,False,Mailed check,29.8,201.95,208.6,0.9933333333333333
0909-SELIE,True,Male,False,True,False,61,True,True,DSL,True,True,True,True,False,True,Two year,True,Bank transfer (automatic),80.8,4860.85,4928.8,2.6933333333333334
0910-AJOHQ,False,Female,False,False,False,64,True,True,Fiber optic,True,True,True,True,True,True,Two year,True,Bank transfer (automatic),115.1,7334.05,7366.4,3.8366666666666664
0913-XWSCN,True,Male,False,True,True,55,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),85.5,4713.4,4702.5,2.85
0916-KNFAJ,True,Male,False,True,False,61,True,True,DSL,True,False,True,False,False,True,Two year,True,Mailed check,69.9,4226.7,4263.900000000001,2.3300000000000005
0916-QOFDP,True,Female,True,True,True,14,True,True,Fiber optic,False,False,False,False,True,True,Month-to-month,True,Electronic check,95.8,1346.3,1341.2,3.1933333333333334
0917-EZOLA,True,Male,True,True,False,72,True,True,Fiber optic,False,True,True,False,True,True,Two year,True,Bank transfer (automatic),104.15,7689.95,7498.8,3.4716666666666667
0921-OHLVP,True,Male,False,False,False,22,True,True,Fiber optic,False,False,False,False,False,True,Month-to-month,False,Electronic check,83.05,1799.3,1827.1,2.768333333333333
0923-PNFUB,True,Female,False,False,False,3,True,False,Fiber optic,False,True,False,False,True,False,Month-to-month,False,Electronic check,83.75,247.25,251.25,2.7916666666666665
0924-BJCRC,True,Female,True,True,False,60,True,True,Fiber optic,False,True,False,False,False,True,Month-to-month,False,Electronic check,89.45,5294.6,5367.0,2.9816666666666665
0925-VYDLG,True,Female,False,False,False,3,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Electronic check,75.25,242.0,225.75,2.5083333333333333
0927-CNGRH,True,Male,False,False,True,1,True,False,No,False,False,False,False,False,False,Month-to-month,False,Mailed check,19.55,19.55,19.55,0.6516666666666667
0927-LCSMG,True,Male,False,False,False,7,True,False,Fiber optic,False,False,True,False,False,False,Month-to-month,False,Mailed check,74.65,544.55,522.5500000000001,2.4883333333333337
0928-JMXNP,True,Male,True,True,False,4,False,False,DSL,False,False,True,False,False,False,Month-to-month,True,Electronic check,29.9,118.25,119.6,0.9966666666666666
0928-XUTSN,True,Female,False,False,False,13,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,80.5,1011.8,1046.5,2.683333333333333
0929-HYQEW,True,Male,False,False,False,3,True,False,DSL,True,False,False,False,False,False,Month-to-month,True,Mailed check,50.15,160.85,150.45,1.6716666666666666
0929-PECLO,True,Female,True,False,False,63,True,True,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Bank transfer (automatic),89.6,5538.8,5644.799999999999,2.9866666666666664
0930-EHUZA,True,Female,False,False,False,36,True,False,DSL,True,True,True,True,True,False,One year,True,Mailed check,76.35,2606.35,2748.6,2.545
0931-MHTEM,True,Female,False,False,False,54,True,False,Fiber optic,True,True,False,False,True,True,One year,True,Credit card (automatic),100.05,5299.65,5402.7,3.335
0932-YIXYU,True,Female,False,False,False,47,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),20.25,1029.8,951.75,0.675
0936-NQLJU,True,Female,False,True,False,41,True,False,No,False,False,False,False,False,False,Two year,False,Credit card (automatic),20.65,875.55,846.65,0.6883333333333334
0939-EREMR,True,Female,False,False,True,13,True,False,DSL,False,False,True,True,False,False,Month-to-month,False,Mailed check,53.45,718.1,694.85,1.7816666666666667
0939-YAPAF,True,Female,False,False,False,35,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.25,3527.6,3508.75,3.341666666666667
0940-OUQEC,True,Male,False,False,False,10,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Bank transfer (automatic),80.7,788.8,807.0,2.69
0942-KOWSM,True,Female,False,True,True,30,True,False,DSL,False,True,True,True,True,True,Two year,False,Bank transfer (automatic),80.8,2369.3,2424.0,2.6933333333333334
0943-ZQPXH,True,Male,False,True,True,44,True,False,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Bank transfer (automatic),92.95,4122.9,4089.8,3.0983333333333336
0945-TSONX,True,Female,False,True,True,47,True,True,DSL,True,True,False,True,True,True,Two year,True,Credit card (automatic),85.3,4107.25,4009.1,2.8433333333333333
0946-CLJTI,True,Male,True,True,False,58,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,98.7,5812.6,5724.6,3.29
0946-FKYTX,True,Male,False,False,False,52,False,False,DSL,False,True,False,False,False,False,One year,False,Mailed check,30.1,1623.4,1565.2,1.0033333333333334
0947-IDHRQ,True,Female,False,False,False,7,True,False,Fiber optic,False,False,False,False,True,False,Month-to-month,True,Mailed check,80.3,526.7,562.1,2.6766666666666667
0947-MUGVO,True,Male,True,True,False,20,True,False,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,73.65,1463.5,1473.0,2.455
0950-TZGED,False,Male,False,False,False,56,True,True,No,False,False,False,False,False,False,Two year,True,Bank transfer (automatic),25.95,1444.05,1453.2,0.865
0952-KMEEH,True,Male,False,False,False,13,True,True,Fiber optic,True,False,False,False,True,True,Month-to-month,False,Mailed check,98.15,1230.25,1275.95,3.271666666666667
0953-LGOVU,True,Male,False,True,True,12,False,False,DSL,False,True,False,True,False,False,Month-to-month,False,Mailed check,35.5,432.25,426.0,1.1833333333333333
0956-ACVZC,True,Female,False,False,False,54,True,False,Fiber optic,False,False,True,False,True,True,One year,True,Credit card (automatic),94.1,5060.9,5081.4,3.1366666666666663
0956-SYCWG,True,Female,False,False,False,13,True,False,No,False,False,False,False,False,False,One year,False,Electronic check,19.65,244.8,255.45,0.6549999999999999
0958-YHXGP,True,Female,False,False,False,7,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Mailed check,69.9,497.3,489.30000000000007,2.3300000000000005
0959-WHOKV,True,Male,False,False,False,42,True,True,Fiber optic,True,True,True,False,False,True,One year,True,Electronic check,99.0,4298.45,4158.0,3.3
0960-HUWBM,True,Male,False,True,True,65,True,True,Fiber optic,False,False,True,True,True,True,Two year,True,Bank transfer (automatic),104.1,6700.05,6766.5,3.47
0961-ZWLVI,True,Male,False,False,True,49,True,True,Fiber optic,True,True,True,False,True,True,One year,True,Credit card (automatic),109.2,5290.45,5350.8,3.64
0962-CQPWQ,True,Female,False,True,True,62,True,False,No,False,False,False,False,False,False,Two year,False,Bank transfer (automatic),20.3,1296.15,1258.6000000000001,0.6766666666666667
0963-ZBDRN,True,Male,False,False,False,32,True,False,Fiber optic,False,False,False,True,True,True,Month-to-month,True,Electronic check,96.2,3183.4,3078.4,3.2066666666666666
0967-BMLBD,True,Female,False,True,True,11,True,False,No,False,False,False,False,False,False,One year,True,Mailed check,20.0,196.35,220.0,0.6666666666666666
0968-FTNYZ,False,Female,False,False,True,13,True,False,DSL,True,True,False,False,False,False,Month-to-month,True,Electronic check,56.0,764.55,728.0,1.8666666666666667
